Date,Price,Open,High,Low,Change %
"Aug 15, 2011",1204.49,1178.86,1204.49,1178.86,2.18%
"Aug 16, 2011",1192.76,1204.22,1204.22,1180.53,-0.97%
"Aug 17, 2011",1193.89,1192.89,1208.47,1184.36,0.09%
"Aug 18, 2011",1140.65,1189.62,1189.62,1131.03,-4.46%
"Aug 19, 2011",1123.53,1140.47,1154.54,1122.05,-1.50%
"Aug 22, 2011",1123.82,1123.55,1145.49,1121.09,0.03%
"Aug 23, 2011",1162.35,1124.36,1162.35,1122.91,3.43%
"Aug 24, 2011",1177.60,1162.16,1178.56,1156.30,1.31%
"Aug 25, 2011",1159.27,1176.69,1190.68,1155.47,-1.56%
"Aug 26, 2011",1176.80,1158.85,1181.23,1135.91,1.51%
"Aug 29, 2011",1210.08,1177.91,1210.28,1177.91,2.83%
"Aug 30, 2011",1212.92,1209.76,1220.10,1195.77,0.23%
"Aug 31, 2011",1218.89,1213.00,1230.71,1209.35,0.49%
"Sep 01, 2011",1204.42,1219.12,1229.29,1203.85,-1.19%
"Sep 02, 2011",1173.97,1203.90,1203.90,1170.56,-2.53%
"Sep 06, 2011",1165.24,1173.97,1173.97,1140.13,-0.74%
"Sep 07, 2011",1198.62,1165.85,1198.62,1165.85,2.86%
"Sep 08, 2011",1185.90,1197.98,1204.40,1183.34,-1.06%
"Sep 09, 2011",1154.23,1185.37,1185.37,1148.37,-2.67%
"Sep 12, 2011",1162.27,1153.50,1162.52,1136.07,0.70%
"Sep 13, 2011",1172.87,1162.59,1176.41,1157.44,0.91%
"Sep 14, 2011",1188.68,1173.32,1202.38,1162.73,1.35%
"Sep 15, 2011",1209.11,1189.44,1209.11,1189.44,1.72%
"Sep 16, 2011",1216.01,1209.21,1220.06,1204.46,0.57%
"Sep 19, 2011",1204.09,1214.99,1214.99,1188.36,-0.98%
"Sep 20, 2011",1202.09,1204.50,1220.39,1201.29,-0.17%
"Sep 21, 2011",1166.76,1203.63,1206.30,1166.21,-2.94%
"Sep 22, 2011",1129.56,1164.55,1164.55,1114.22,-3.19%
"Sep 23, 2011",1136.43,1128.82,1141.72,1121.36,0.61%
"Sep 26, 2011",1162.95,1136.91,1164.19,1131.07,2.33%
"Sep 27, 2011",1175.38,1163.32,1195.86,1163.32,1.07%
"Sep 28, 2011",1151.06,1175.39,1184.71,1150.40,-2.07%
"Sep 29, 2011",1160.40,1151.74,1175.87,1139.93,0.81%
"Sep 30, 2011",1131.42,1159.93,1159.93,1131.34,-2.50%
"Oct 03, 2011",1099.23,1131.21,1138.99,1098.92,-2.85%
"Oct 04, 2011",1123.95,1097.42,1125.12,1074.77,2.25%
"Oct 05, 2011",1144.03,1124.03,1146.07,1115.68,1.79%
"Oct 06, 2011",1164.97,1144.11,1165.55,1134.95,1.83%
"Oct 07, 2011",1155.46,1165.03,1171.40,1150.26,-0.82%
"Oct 10, 2011",1194.89,1158.15,1194.91,1158.15,3.41%
"Oct 11, 2011",1195.54,1194.60,1199.24,1187.30,0.05%
"Oct 12, 2011",1207.25,1196.19,1220.25,1196.19,0.98%
"Oct 13, 2011",1203.66,1206.96,1207.46,1190.58,-0.30%
"Oct 14, 2011",1224.58,1205.65,1224.61,1205.65,1.74%
"Oct 17, 2011",1200.86,1224.47,1224.47,1198.55,-1.94%
"Oct 18, 2011",1225.38,1200.75,1233.10,1191.48,2.04%
"Oct 19, 2011",1209.88,1223.46,1229.64,1206.31,-1.26%
"Oct 20, 2011",1215.39,1211.10,1219.53,1197.34,0.46%
"Oct 21, 2011",1238.25,1215.39,1239.03,1215.39,1.88%
"Oct 24, 2011",1254.19,1238.72,1256.55,1238.72,1.29%
"Oct 25, 2011",1229.05,1254.19,1254.19,1226.79,-2.00%
"Oct 26, 2011",1242.00,1229.17,1246.28,1221.06,1.05%
"Oct 27, 2011",1284.59,1243.97,1292.66,1243.97,3.43%
"Oct 28, 2011",1285.09,1284.39,1287.08,1277.01,0.04%
"Oct 31, 2011",1253.30,1284.96,1284.96,1253.16,-2.47%
"Nov 01, 2011",1218.28,1251.00,1251.00,1215.42,-2.79%
"Nov 02, 2011",1237.90,1219.62,1242.48,1219.62,1.61%
"Nov 03, 2011",1261.15,1238.25,1263.21,1234.81,1.88%
"Nov 04, 2011",1253.23,1260.82,1260.82,1238.92,-0.63%
"Nov 07, 2011",1261.12,1253.21,1261.70,1240.75,0.63%
"Nov 08, 2011",1275.92,1261.12,1277.55,1254.99,1.17%
"Nov 09, 2011",1229.10,1275.18,1275.18,1226.64,-3.67%
"Nov 10, 2011",1239.69,1229.59,1246.22,1227.70,0.86%
"Nov 11, 2011",1263.85,1240.12,1266.98,1240.12,1.95%
"Nov 14, 2011",1251.78,1263.85,1263.85,1246.68,-0.96%
"Nov 15, 2011",1257.81,1251.70,1264.25,1244.34,0.48%
"Nov 16, 2011",1236.91,1257.81,1259.61,1235.67,-1.66%
"Nov 17, 2011",1216.13,1236.56,1237.73,1209.43,-1.68%
"Nov 18, 2011",1215.65,1216.19,1223.51,1211.36,-0.04%
"Nov 21, 2011",1192.98,1215.62,1215.62,1183.16,-1.86%
"Nov 22, 2011",1188.04,1192.98,1196.81,1181.65,-0.41%
"Nov 23, 2011",1161.79,1187.48,1187.48,1161.79,-2.21%
"Nov 25, 2011",1158.67,1161.41,1172.66,1158.66,-0.27%
"Nov 28, 2011",1192.55,1158.67,1197.35,1158.67,2.92%
"Nov 29, 2011",1195.19,1192.56,1203.67,1191.80,0.22%
"Nov 30, 2011",1246.96,1196.72,1247.11,1196.72,4.33%
"Dec 01, 2011",1244.58,1246.91,1251.09,1239.73,-0.19%
"Dec 02, 2011",1244.28,1246.03,1260.08,1243.35,-0.02%
"Dec 05, 2011",1257.08,1244.33,1266.73,1244.33,1.03%
"Dec 06, 2011",1258.47,1257.19,1266.03,1253.03,0.11%
"Dec 07, 2011",1261.01,1258.14,1267.06,1244.80,0.20%
"Dec 08, 2011",1234.35,1260.87,1260.87,1231.47,-2.11%
"Dec 09, 2011",1255.19,1234.48,1258.25,1234.48,1.69%
"Dec 12, 2011",1236.47,1255.05,1255.05,1227.25,-1.49%
"Dec 13, 2011",1225.73,1236.83,1249.86,1219.43,-0.87%
"Dec 14, 2011",1211.82,1225.73,1225.73,1209.47,-1.13%
"Dec 15, 2011",1215.75,1212.12,1225.60,1212.12,0.32%
"Dec 16, 2011",1219.66,1216.09,1231.04,1215.20,0.32%
"Dec 19, 2011",1205.35,1219.74,1224.57,1202.37,-1.17%
"Dec 20, 2011",1241.30,1205.72,1242.82,1205.72,2.98%
"Dec 21, 2011",1243.72,1241.25,1245.09,1229.51,0.19%
"Dec 22, 2011",1254.00,1243.72,1255.22,1243.72,0.83%
"Dec 23, 2011",1265.33,1254.00,1265.42,1254.00,0.90%
"Dec 27, 2011",1265.43,1265.02,1269.37,1262.30,0.01%
"Dec 28, 2011",1249.64,1265.38,1265.85,1248.64,-1.25%
"Dec 29, 2011",1263.02,1249.75,1263.54,1249.75,1.07%
"Dec 30, 2011",1257.60,1262.82,1264.12,1257.46,-0.43%
"Jan 03, 2012",1277.06,1258.86,1284.62,1258.86,1.55%
"Jan 04, 2012",1277.30,1277.03,1278.73,1268.10,0.02%
"Jan 05, 2012",1281.06,1277.30,1283.05,1265.26,0.29%
"Jan 06, 2012",1277.81,1280.93,1281.84,1273.34,-0.25%
"Jan 09, 2012",1280.70,1277.83,1281.99,1274.55,0.23%
"Jan 10, 2012",1292.08,1280.77,1296.46,1280.77,0.89%
"Jan 11, 2012",1292.48,1292.02,1293.80,1285.41,0.03%
"Jan 12, 2012",1295.50,1292.48,1296.82,1285.77,0.23%
"Jan 13, 2012",1289.09,1294.82,1294.82,1277.58,-0.49%
"Jan 17, 2012",1293.67,1290.22,1303.00,1290.22,0.36%
"Jan 18, 2012",1308.04,1293.65,1308.11,1290.99,1.11%
"Jan 19, 2012",1314.50,1308.07,1315.49,1308.07,0.49%
"Jan 20, 2012",1315.38,1314.49,1315.38,1309.17,0.07%
"Jan 23, 2012",1316.00,1315.29,1322.28,1309.89,0.05%
"Jan 24, 2012",1314.65,1315.96,1315.96,1306.06,-0.10%
"Jan 25, 2012",1326.05,1314.40,1328.30,1307.65,0.87%
"Jan 26, 2012",1318.43,1326.28,1333.47,1313.60,-0.57%
"Jan 27, 2012",1316.33,1318.25,1320.06,1311.72,-0.16%
"Jan 30, 2012",1313.01,1316.16,1316.16,1300.49,-0.25%
"Jan 31, 2012",1312.41,1313.53,1321.41,1306.69,-0.05%
"Feb 01, 2012",1324.09,1312.45,1330.52,1312.45,0.89%
"Feb 02, 2012",1325.54,1324.24,1329.19,1321.57,0.11%
"Feb 03, 2012",1344.90,1326.21,1345.34,1326.21,1.46%
"Feb 06, 2012",1344.33,1344.32,1344.36,1337.52,-0.04%
"Feb 07, 2012",1347.05,1344.33,1349.24,1335.92,0.20%
"Feb 08, 2012",1349.96,1347.04,1351.00,1341.95,0.22%
"Feb 09, 2012",1351.95,1349.97,1354.32,1344.63,0.15%
"Feb 10, 2012",1342.64,1351.21,1351.21,1337.35,-0.69%
"Feb 13, 2012",1351.77,1343.06,1353.35,1343.06,0.68%
"Feb 14, 2012",1350.50,1351.30,1351.30,1340.83,-0.09%
"Feb 15, 2012",1343.23,1350.52,1355.87,1340.80,-0.54%
"Feb 16, 2012",1358.04,1342.61,1359.02,1341.22,1.10%
"Feb 17, 2012",1361.23,1358.06,1363.40,1357.24,0.23%
"Feb 21, 2012",1362.21,1361.22,1367.76,1358.11,0.07%
"Feb 22, 2012",1357.66,1362.11,1362.70,1355.53,-0.33%
"Feb 23, 2012",1363.46,1357.53,1364.24,1352.28,0.43%
"Feb 24, 2012",1365.74,1363.46,1368.92,1363.46,0.17%
"Feb 27, 2012",1367.59,1365.20,1371.94,1354.92,0.14%
"Feb 28, 2012",1372.18,1367.56,1373.09,1365.97,0.34%
"Feb 29, 2012",1365.68,1372.20,1378.04,1363.81,-0.47%
"Mar 01, 2012",1374.09,1365.90,1376.17,1365.90,0.62%
"Mar 02, 2012",1369.63,1374.09,1374.53,1366.42,-0.32%
"Mar 05, 2012",1364.33,1369.59,1369.59,1359.13,-0.39%
"Mar 06, 2012",1343.36,1363.63,1363.63,1340.03,-1.54%
"Mar 07, 2012",1352.63,1343.39,1354.85,1343.39,0.69%
"Mar 08, 2012",1365.91,1352.65,1368.72,1352.65,0.98%
"Mar 09, 2012",1370.87,1365.97,1374.76,1365.97,0.36%
"Mar 12, 2012",1371.09,1370.78,1373.04,1366.69,0.02%
"Mar 13, 2012",1395.95,1371.92,1396.13,1371.92,1.81%
"Mar 14, 2012",1394.28,1395.95,1399.42,1389.97,-0.12%
"Mar 15, 2012",1402.60,1394.17,1402.63,1392.78,0.60%
"Mar 16, 2012",1404.17,1402.55,1405.88,1401.47,0.11%
"Mar 19, 2012",1409.75,1404.17,1414.00,1402.43,0.40%
"Mar 20, 2012",1405.52,1409.59,1409.59,1397.68,-0.30%
"Mar 21, 2012",1402.89,1405.52,1407.75,1400.64,-0.19%
"Mar 22, 2012",1392.78,1402.89,1402.89,1388.73,-0.72%
"Mar 23, 2012",1397.11,1392.78,1399.18,1386.87,0.31%
"Mar 26, 2012",1416.51,1397.11,1416.58,1397.11,1.39%
"Mar 27, 2012",1412.52,1416.55,1419.15,1411.95,-0.28%
"Mar 28, 2012",1405.54,1412.52,1413.65,1397.20,-0.49%
"Mar 29, 2012",1403.28,1405.39,1405.39,1391.56,-0.16%
"Mar 30, 2012",1408.47,1403.31,1410.89,1401.42,0.37%
"Apr 02, 2012",1419.04,1408.47,1422.38,1404.46,0.75%
"Apr 03, 2012",1413.38,1418.98,1419.00,1404.62,-0.40%
"Apr 04, 2012",1398.96,1413.09,1413.09,1394.09,-1.02%
"Apr 05, 2012",1398.08,1398.79,1401.60,1392.92,-0.06%
"Apr 09, 2012",1382.20,1397.45,1397.45,1378.24,-1.14%
"Apr 10, 2012",1358.59,1382.18,1383.01,1357.38,-1.71%
"Apr 11, 2012",1368.71,1358.98,1374.71,1358.98,0.74%
"Apr 12, 2012",1387.57,1368.77,1388.13,1368.77,1.38%
"Apr 13, 2012",1370.26,1387.61,1387.61,1369.85,-1.25%
"Apr 16, 2012",1369.57,1370.27,1379.66,1365.38,-0.05%
"Apr 17, 2012",1390.78,1369.57,1392.76,1369.57,1.55%
"Apr 18, 2012",1385.14,1390.78,1390.78,1383.29,-0.41%
"Apr 19, 2012",1376.92,1385.08,1390.46,1370.30,-0.59%
"Apr 20, 2012",1378.53,1376.96,1387.40,1376.96,0.12%
"Apr 23, 2012",1366.94,1378.53,1378.53,1358.79,-0.84%
"Apr 24, 2012",1371.97,1366.97,1375.57,1366.82,0.37%
"Apr 25, 2012",1390.69,1372.11,1391.37,1372.11,1.36%
"Apr 26, 2012",1399.98,1390.64,1402.09,1387.28,0.67%
"Apr 27, 2012",1403.36,1400.19,1406.64,1397.31,0.24%
"Apr 30, 2012",1397.91,1403.26,1403.26,1394.00,-0.39%
"May 01, 2012",1405.82,1397.86,1415.32,1395.73,0.57%
"May 02, 2012",1402.31,1405.50,1405.50,1393.92,-0.25%
"May 03, 2012",1391.57,1402.32,1403.07,1388.71,-0.77%
"May 04, 2012",1369.10,1391.51,1391.51,1367.96,-1.61%
"May 07, 2012",1369.58,1368.79,1373.91,1363.94,0.04%
"May 08, 2012",1363.72,1369.16,1369.16,1347.75,-0.43%
"May 09, 2012",1354.58,1363.20,1363.73,1343.13,-0.67%
"May 10, 2012",1357.99,1354.58,1365.88,1354.58,0.25%
"May 11, 2012",1353.39,1358.11,1365.66,1348.89,-0.34%
"May 14, 2012",1338.35,1351.93,1351.93,1336.61,-1.11%
"May 15, 2012",1330.66,1338.36,1344.94,1328.41,-0.57%
"May 16, 2012",1324.80,1330.78,1341.78,1324.79,-0.44%
"May 17, 2012",1304.86,1324.82,1326.36,1304.86,-1.51%
"May 18, 2012",1295.22,1305.05,1312.24,1291.98,-0.74%
"May 21, 2012",1315.99,1295.73,1316.39,1295.73,1.60%
"May 22, 2012",1316.63,1316.09,1328.49,1310.04,0.05%
"May 23, 2012",1318.86,1316.02,1320.71,1296.53,0.17%
"May 24, 2012",1320.68,1318.72,1324.14,1310.50,0.14%
"May 25, 2012",1317.82,1320.81,1324.20,1314.23,-0.22%
"May 29, 2012",1332.42,1318.90,1334.93,1318.90,1.11%
"May 30, 2012",1313.32,1331.25,1331.25,1310.76,-1.43%
"May 31, 2012",1310.33,1313.09,1319.74,1298.90,-0.23%
"Jun 01, 2012",1278.04,1309.87,1309.87,1277.25,-2.46%
"Jun 04, 2012",1278.18,1278.29,1282.55,1266.74,0.01%
"Jun 05, 2012",1285.50,1277.82,1287.62,1274.16,0.57%
"Jun 06, 2012",1315.13,1285.61,1315.13,1285.61,2.30%
"Jun 07, 2012",1314.99,1316.15,1329.05,1312.68,-0.01%
"Jun 08, 2012",1325.66,1314.99,1325.81,1307.77,0.81%
"Jun 11, 2012",1308.93,1325.72,1335.52,1307.73,-1.26%
"Jun 12, 2012",1324.18,1309.40,1324.31,1306.62,1.17%
"Jun 13, 2012",1314.88,1324.02,1327.28,1310.51,-0.70%
"Jun 14, 2012",1329.10,1314.88,1333.68,1314.14,1.08%
"Jun 15, 2012",1342.84,1329.19,1343.32,1329.19,1.03%
"Jun 18, 2012",1344.78,1342.42,1348.22,1334.46,0.14%
"Jun 19, 2012",1357.98,1344.83,1363.46,1344.83,0.98%
"Jun 20, 2012",1355.69,1358.04,1361.57,1346.45,-0.17%
"Jun 21, 2012",1325.51,1355.43,1358.27,1324.41,-2.23%
"Jun 22, 2012",1335.02,1325.92,1337.82,1325.92,0.72%
"Jun 25, 2012",1313.72,1334.90,1334.90,1309.27,-1.60%
"Jun 26, 2012",1319.99,1314.09,1324.24,1310.30,0.48%
"Jun 27, 2012",1331.85,1320.71,1334.40,1320.71,0.90%
"Jun 28, 2012",1329.04,1331.52,1331.52,1313.29,-0.21%
"Jun 29, 2012",1362.16,1330.12,1362.17,1330.12,2.49%
"Jul 02, 2012",1365.51,1362.33,1366.35,1355.70,0.25%
"Jul 03, 2012",1374.02,1365.75,1374.81,1363.53,0.62%
"Jul 05, 2012",1367.58,1373.72,1373.85,1363.02,-0.47%
"Jul 06, 2012",1354.68,1367.09,1367.09,1348.03,-0.94%
"Jul 09, 2012",1352.46,1354.66,1354.87,1346.65,-0.16%
"Jul 10, 2012",1341.47,1352.96,1361.54,1336.27,-0.81%
"Jul 11, 2012",1341.45,1341.40,1345.00,1333.25,0.00%
"Jul 12, 2012",1334.76,1341.29,1341.29,1325.41,-0.50%
"Jul 13, 2012",1356.78,1334.81,1357.70,1334.81,1.65%
"Jul 16, 2012",1353.64,1356.50,1357.26,1348.51,-0.23%
"Jul 17, 2012",1363.67,1353.68,1365.36,1345.07,0.74%
"Jul 18, 2012",1372.78,1363.58,1375.26,1358.96,0.67%
"Jul 19, 2012",1376.51,1373.01,1380.39,1371.21,0.27%
"Jul 20, 2012",1362.66,1376.51,1376.51,1362.19,-1.01%
"Jul 23, 2012",1350.52,1362.34,1362.34,1337.56,-0.89%
"Jul 24, 2012",1338.31,1350.52,1351.53,1329.24,-0.90%
"Jul 25, 2012",1337.89,1338.35,1343.98,1331.50,-0.03%
"Jul 26, 2012",1360.02,1338.17,1363.13,1338.17,1.65%
"Jul 27, 2012",1385.97,1360.05,1389.19,1360.05,1.91%
"Jul 30, 2012",1385.30,1385.94,1391.74,1381.37,-0.05%
"Jul 31, 2012",1379.32,1385.27,1387.16,1379.17,-0.43%
"Aug 01, 2012",1375.14,1379.32,1385.03,1373.35,-0.30%
"Aug 02, 2012",1365.00,1375.13,1375.13,1354.65,-0.74%
"Aug 03, 2012",1390.99,1365.45,1394.16,1365.45,1.90%
"Aug 06, 2012",1394.23,1391.04,1399.63,1391.04,0.23%
"Aug 07, 2012",1401.35,1394.46,1407.14,1394.46,0.51%
"Aug 08, 2012",1402.22,1401.23,1404.14,1396.13,0.06%
"Aug 09, 2012",1402.80,1402.26,1405.95,1398.80,0.04%
"Aug 10, 2012",1405.87,1402.58,1405.98,1395.62,0.22%
"Aug 13, 2012",1404.11,1405.87,1405.87,1397.32,-0.13%
"Aug 14, 2012",1403.93,1404.36,1410.03,1400.60,-0.01%
"Aug 15, 2012",1405.53,1403.89,1407.73,1401.83,0.11%
"Aug 16, 2012",1415.51,1406.61,1417.44,1404.15,0.71%
"Aug 17, 2012",1418.16,1415.84,1418.71,1414.67,0.19%
"Aug 20, 2012",1418.13,1417.85,1418.13,1412.12,0.00%
"Aug 21, 2012",1413.17,1418.13,1426.68,1410.86,-0.35%
"Aug 22, 2012",1413.49,1413.09,1416.12,1406.78,0.02%
"Aug 23, 2012",1402.08,1413.49,1413.49,1400.50,-0.81%
"Aug 24, 2012",1411.13,1401.99,1413.46,1398.04,0.65%
"Aug 27, 2012",1410.44,1411.13,1416.17,1409.11,-0.05%
"Aug 28, 2012",1409.30,1410.44,1413.63,1405.59,-0.08%
"Aug 29, 2012",1410.49,1409.32,1413.95,1406.57,0.08%
"Aug 30, 2012",1399.48,1410.08,1410.08,1397.01,-0.78%
"Aug 31, 2012",1406.58,1400.07,1413.09,1398.96,0.51%
"Sep 04, 2012",1404.94,1406.54,1409.31,1396.56,-0.12%
"Sep 05, 2012",1403.44,1404.94,1408.81,1401.25,-0.11%
"Sep 06, 2012",1432.12,1403.44,1432.12,1403.44,2.04%
"Sep 07, 2012",1437.92,1432.12,1437.92,1431.45,0.40%
"Sep 10, 2012",1429.08,1437.92,1438.74,1428.98,-0.61%
"Sep 11, 2012",1433.56,1429.13,1437.76,1429.13,0.31%
"Sep 12, 2012",1436.56,1433.56,1439.15,1432.99,0.21%
"Sep 13, 2012",1459.99,1436.56,1463.76,1435.34,1.63%
"Sep 14, 2012",1465.77,1460.07,1474.51,1460.07,0.40%
"Sep 17, 2012",1461.19,1465.42,1465.63,1457.55,-0.31%
"Sep 18, 2012",1459.32,1461.19,1461.47,1456.13,-0.13%
"Sep 19, 2012",1461.05,1459.50,1465.15,1457.88,0.12%
"Sep 20, 2012",1460.26,1461.05,1461.23,1449.98,-0.05%
"Sep 21, 2012",1460.15,1460.34,1467.07,1459.51,-0.01%
"Sep 24, 2012",1456.89,1459.76,1460.72,1452.06,-0.22%
"Sep 25, 2012",1441.59,1456.94,1463.24,1441.59,-1.05%
"Sep 26, 2012",1433.32,1441.60,1441.60,1430.53,-0.57%
"Sep 27, 2012",1447.15,1433.36,1450.20,1433.36,0.96%
"Sep 28, 2012",1440.67,1447.13,1447.13,1435.60,-0.45%
"Oct 01, 2012",1444.49,1440.90,1457.14,1440.90,0.27%
"Oct 02, 2012",1445.75,1444.99,1451.52,1439.01,0.09%
"Oct 03, 2012",1450.99,1446.05,1454.30,1441.99,0.36%
"Oct 04, 2012",1461.40,1451.08,1463.14,1451.08,0.72%
"Oct 05, 2012",1460.93,1461.40,1470.96,1456.89,-0.03%
"Oct 08, 2012",1455.88,1460.93,1460.93,1453.10,-0.35%
"Oct 09, 2012",1441.48,1455.90,1455.90,1441.18,-0.99%
"Oct 10, 2012",1432.56,1441.48,1442.52,1430.64,-0.62%
"Oct 11, 2012",1432.84,1432.82,1443.90,1432.82,0.02%
"Oct 12, 2012",1428.59,1432.84,1438.43,1425.53,-0.30%
"Oct 15, 2012",1440.13,1428.75,1441.31,1427.24,0.81%
"Oct 16, 2012",1454.92,1440.31,1455.51,1440.31,1.03%
"Oct 17, 2012",1460.91,1454.22,1462.20,1453.35,0.41%
"Oct 18, 2012",1457.34,1460.94,1464.02,1452.63,-0.24%
"Oct 19, 2012",1433.19,1457.34,1457.34,1429.85,-1.66%
"Oct 22, 2012",1433.82,1433.21,1435.46,1422.06,0.04%
"Oct 23, 2012",1413.11,1433.74,1433.74,1407.56,-1.44%
"Oct 24, 2012",1408.75,1413.20,1420.04,1407.10,-0.31%
"Oct 25, 2012",1412.97,1409.74,1421.12,1405.14,0.30%
"Oct 26, 2012",1411.94,1412.97,1417.09,1403.28,-0.07%
"Oct 31, 2012",1412.16,1410.99,1418.76,1405.95,0.02%
"Nov 01, 2012",1427.59,1412.20,1428.35,1412.20,1.09%
"Nov 02, 2012",1414.20,1427.59,1434.27,1412.91,-0.94%
"Nov 05, 2012",1417.26,1414.02,1419.90,1408.13,0.22%
"Nov 06, 2012",1428.39,1417.26,1433.38,1417.26,0.79%
"Nov 07, 2012",1394.53,1428.27,1428.27,1388.14,-2.37%
"Nov 08, 2012",1377.51,1394.53,1401.23,1377.51,-1.22%
"Nov 09, 2012",1379.85,1377.55,1391.39,1373.03,0.17%
"Nov 12, 2012",1380.03,1379.86,1384.87,1377.19,0.01%
"Nov 13, 2012",1374.53,1380.03,1388.81,1371.39,-0.40%
"Nov 14, 2012",1355.49,1374.64,1380.13,1352.50,-1.39%
"Nov 15, 2012",1353.33,1355.41,1360.62,1348.05,-0.16%
"Nov 16, 2012",1359.88,1353.36,1362.03,1343.35,0.48%
"Nov 19, 2012",1386.89,1359.88,1386.89,1359.88,1.99%
"Nov 20, 2012",1387.81,1386.82,1389.77,1377.04,0.07%
"Nov 21, 2012",1391.03,1387.79,1391.25,1386.39,0.23%
"Nov 23, 2012",1409.15,1391.03,1409.16,1391.03,1.30%
"Nov 26, 2012",1406.29,1409.15,1409.15,1397.68,-0.20%
"Nov 27, 2012",1398.94,1406.29,1409.01,1398.03,-0.52%
"Nov 28, 2012",1409.93,1398.77,1410.31,1385.43,0.79%
"Nov 29, 2012",1415.95,1409.96,1419.70,1409.04,0.43%
"Nov 30, 2012",1416.18,1415.95,1418.86,1411.63,0.02%
"Dec 03, 2012",1409.46,1416.34,1423.73,1408.46,-0.47%
"Dec 04, 2012",1407.05,1409.46,1413.14,1403.65,-0.17%
"Dec 05, 2012",1409.28,1407.05,1415.56,1398.23,0.16%
"Dec 06, 2012",1413.94,1409.43,1413.95,1405.93,0.33%
"Dec 07, 2012",1418.07,1413.95,1420.34,1410.90,0.29%
"Dec 10, 2012",1418.55,1418.07,1421.64,1415.64,0.03%
"Dec 11, 2012",1427.84,1418.55,1434.27,1418.55,0.65%
"Dec 12, 2012",1428.48,1427.84,1438.59,1426.76,0.04%
"Dec 13, 2012",1419.45,1428.48,1431.36,1416.00,-0.63%
"Dec 14, 2012",1413.58,1419.45,1419.45,1411.88,-0.41%
"Dec 17, 2012",1430.36,1413.54,1430.67,1413.54,1.19%
"Dec 18, 2012",1446.79,1430.47,1448.00,1430.47,1.15%
"Dec 19, 2012",1435.81,1446.79,1447.75,1435.80,-0.76%
"Dec 20, 2012",1443.69,1435.81,1443.70,1432.82,0.55%
"Dec 21, 2012",1430.15,1443.67,1443.67,1422.58,-0.94%
"Dec 24, 2012",1426.66,1430.15,1430.15,1424.66,-0.24%
"Dec 26, 2012",1419.83,1426.66,1429.42,1416.43,-0.48%
"Dec 27, 2012",1418.10,1419.83,1422.80,1401.80,-0.12%
"Dec 28, 2012",1402.43,1418.10,1418.10,1401.58,-1.10%
"Dec 31, 2012",1426.19,1402.43,1426.74,1398.11,1.69%
"Jan 02, 2013",1462.42,1426.19,1462.43,1426.19,2.54%
"Jan 03, 2013",1459.37,1462.42,1465.47,1455.53,-0.21%
"Jan 04, 2013",1466.47,1459.37,1467.94,1458.99,0.49%
"Jan 07, 2013",1461.89,1466.47,1466.47,1456.62,-0.31%
"Jan 08, 2013",1457.15,1461.89,1461.89,1451.64,-0.32%
"Jan 09, 2013",1461.02,1457.15,1464.73,1457.15,0.27%
"Jan 10, 2013",1472.12,1464.64,1472.30,1461.02,0.76%
"Jan 11, 2013",1472.05,1472.12,1472.75,1467.58,0.00%
"Jan 14, 2013",1470.68,1472.05,1472.05,1465.69,-0.09%
"Jan 15, 2013",1472.34,1470.67,1473.31,1463.76,0.11%
"Jan 16, 2013",1472.63,1472.33,1473.96,1467.60,0.02%
"Jan 17, 2013",1480.94,1472.63,1485.16,1472.63,0.56%
"Jan 18, 2013",1485.98,1480.95,1485.98,1475.81,0.34%
"Jan 22, 2013",1492.56,1485.98,1492.56,1481.16,0.44%
"Jan 23, 2013",1494.81,1492.56,1496.13,1489.90,0.15%
"Jan 24, 2013",1494.82,1494.81,1502.27,1489.46,0.00%
"Jan 25, 2013",1502.96,1494.82,1503.26,1494.82,0.54%
"Jan 28, 2013",1500.18,1502.96,1503.23,1496.33,-0.18%
"Jan 29, 2013",1507.84,1500.18,1509.35,1498.09,0.51%
"Jan 30, 2013",1501.96,1507.84,1509.94,1500.11,-0.39%
"Jan 31, 2013",1498.11,1501.96,1504.19,1496.76,-0.26%
"Feb 01, 2013",1513.17,1498.11,1514.41,1498.11,1.01%
"Feb 04, 2013",1495.71,1513.17,1513.17,1495.02,-1.15%
"Feb 05, 2013",1511.29,1495.71,1514.96,1495.71,1.04%
"Feb 06, 2013",1512.12,1511.29,1512.53,1504.71,0.05%
"Feb 07, 2013",1509.39,1512.12,1512.90,1498.49,-0.18%
"Feb 08, 2013",1517.93,1509.39,1518.31,1509.39,0.57%
"Feb 11, 2013",1517.01,1517.93,1518.31,1513.61,-0.06%
"Feb 12, 2013",1519.43,1517.01,1522.29,1515.61,0.16%
"Feb 13, 2013",1520.33,1519.43,1524.69,1515.93,0.06%
"Feb 14, 2013",1521.38,1520.33,1523.14,1514.02,0.07%
"Feb 15, 2013",1519.79,1521.38,1524.24,1514.14,-0.10%
"Feb 19, 2013",1530.94,1519.79,1530.94,1519.79,0.73%
"Feb 20, 2013",1511.95,1530.94,1530.94,1511.41,-1.24%
"Feb 21, 2013",1502.42,1511.95,1511.95,1497.29,-0.63%
"Feb 22, 2013",1515.60,1502.42,1515.64,1502.42,0.88%
"Feb 25, 2013",1487.85,1515.60,1525.84,1487.85,-1.83%
